Agilent_Probe_Name	GeneSymbol	GeneName	GO
UKv4_A_23_P31671	UQCRB	ubiquinol-cytochrome c reductase binding protein	GO:0055114=oxidation reduction|GO:0006119=oxidative phosphorylation|GO:0006122=mitochondrial electron transport, ubiquinol to cytochrome c|GO:0006810=transport|GO:0009060=aerobic respiration|GO:0016020=membrane|GO:0005739=mitochondrion|GO:0005746=mitochon
UKv4_A_23_P126388	SH3BGRL3	SH3 domain binding glutamic acid-rich protein like 3	GO:0005634=nucleus|GO:0005737=cytoplasm
UKv4_A_23_P169039	SNAI2	snail homolog 2 (Drosophila)	GO:0000122(negative regulation of transcription from RNA polymerase II promoter)|GO:0003677(DNA binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0007275(multicellula
UKv4_A_23_P169117	RRAGA	Ras-related GTP binding A	GO:0000166(nucleotide binding)|GO:0005525(GTP binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006915(apoptosis)|GO:0007166(cell surface receptor linked signal transduction)|GO:0008219(cell death)|GO:0019048(virus-host interaction)|GO:0042803(protei
UKv4_A_23_P312752	KCNJ13	potassium inwardly-rectifying channel, subfamily J, member 13	GO:0005242(inward rectifier potassium channel activity)|GO:0005244(voltage-gated ion channel activity)|GO:0006811(ion transport)|GO:0006813(potassium ion transport)|GO:0008076(voltage-gated potassium channel complex)|GO:0016020(membrane)|GO:0016021(integr
UKv4_A_23_P319682	MGC33407	hypothetical protein MGC33407	GO:0005515(protein binding)
UKv4_A_23_P76109	MGC7036	hypothetical protein MGC7036	GO:0042802(identical protein binding)
UKv4_A_23_P88522	NMB	neuromedin B	GO:0005179(hormone activity)|GO:0005625(soluble fraction)|GO:0007165(signal transduction)|GO:0007218(neuropeptide signaling pathway)|GO:0007267(cell-cell signaling)
UKv4_A_24_P271376	OTOR	otoraplin	GO:0001502(cartilage condensation)|GO:0007605(sensory perception of sound)
UKv4_A_23_P5995	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	GO:0000139(Golgi membrane)|GO:0005086(ARF guanyl-nucleotide exchange factor activity)|GO:0005622(intracellular)|GO:0005829(cytosol)|GO:0006887(exocytosis)|GO:0007242(intracellular signaling cascade)|GO:0016020(membrane)|GO:0032012(regulation of ARF protei
UKv4_A_23_P145965	TPST1	tyrosylprotein sulfotransferase 1	GO:0005624(membrane fraction)|GO:0005794(Golgi apparatus)|GO:0006478(peptidyl-tyrosine sulfation)|GO:0006954(inflammatory response)|GO:0008476(protein-tyrosine sulfotransferase activity)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0016740(tra
UKv4_A_23_P160273	LRRC7	leucine rich repeat containing 7	GO:0005515(protein binding)
UKv4_A_23_P152605	GSDM1	gasdermin 1	
UKv4_A_23_P319027	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	GO:0004842(ubiquitin-protein ligase activity)|GO:0005622(intracellular)|GO:0006464(protein modification process)|GO:0006512(ubiquitin cycle)|GO:0016874(ligase activity)
UKv4_A_32_P115220	C9orf66	chromosome 9 open reading frame 66	
UKv4_A_23_P47004	DHX32	DEAH (Asp-Glu-Ala-His) box polypeptide 32	GO:0004386(helicase activity)
UKv4_A_23_P97112	SELE	selectin E	GO:0007155=cell adhesion|GO:0006954=inflammatory response|GO:0005886=plasma membrane|GO:0016020=membrane|GO:0016021=integral to membrane|GO:0005615=extracellular space|GO:0005515=protein binding|GO:0005488=binding|GO:0005529=sugar binding
UKv4_A_23_P317105	AKAP10	A kinase (PRKA) anchor protein 10	GO:0004871(signal transducer activity)|GO:0005515(protein binding)|GO:0005739(mitochondrion)|GO:0007165(signal transduction)|GO:0008104(protein localization)|GO:0016301(kinase activity)
UKv4_A_23_P19313	TBP	TATA box binding protein	GO:0006350=transcription|GO:0006355=regulation of transcription, DNA-dependent|GO:0006367=transcription initiation from RNA polymerase II promoter|GO:0006367=transcription initiation from RNA polymerase II promoter|GO:0006367=transcription initiation from
UKv4_A_23_P330578	LRRC39	leucine rich repeat containing 39	GO:0005515(protein binding)
UKv4_A_23_P101185	NARS	asparaginyl-tRNA synthetase	GO:0006421=asparaginyl-tRNA aminoacylation|GO:0006422=aspartyl-tRNA aminoacylation|GO:0005625=soluble fraction|GO:0005737=cytoplasm|GO:0000166=nucleotide binding|GO:0005515=protein binding|GO:0003676=nucleic acid binding|GO:0004815=aspartate-tRNA ligase a
UKv4_A_23_P160286	PRG4	proteoglycan 4	GO:0005615(extracellular space)|GO:0008283(cell proliferation)
UKv4_A_23_P207125	NLGN2	neuroligin 2	GO:0004759(serine esterase activity)|GO:0007416(synaptogenesis)|GO:0016021(integral to membrane)|GO:0016337(cell-cell adhesion)|GO:0042043(neurexin binding)|GO:0045211(postsynaptic membrane)|GO:0045217(intercellular junction maintenance)
UKv4_A_23_P36624	TAS2R7	taste receptor, type 2, member 7	GO:0004872(receptor activity)|GO:0007165(signal transduction)|GO:0007186(G-protein coupled receptor protein signaling pathway)|GO:0008527(taste receptor activity)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0050896(response to stimulus)|GO:00
UKv4_A_23_P54064	METTL3	methyltransferase like 3	GO:0001510(RNA methylation)|GO:0003723(RNA binding)|GO:0005634(nucleus)|GO:0006139(nucleobase, nucleoside, nucleotide and nucleic acid metabolic process)|GO:0008168(methyltransferase activity)|GO:0016422(mRNA (2'-O-methyladenosine-N6-)-methyltransferase a
UKv4_A_24_P402222	HLA-DRB3	major histocompatibility complex, class II, DR beta 3	GO:0002504=antigen processing and presentation of peptide or polysaccharide antigen via MHC class II|GO:0007165=signal transduction|GO:0006955=immune response|GO:0006955=immune response|GO:0005886=plasma membrane|GO:0016020=membrane|GO:0016020=membrane|GO
UKv4_A_23_P348728	ALPK3	alpha-kinase 3	GO:0004674(protein serine/threonine kinase activity)|GO:0005524(ATP binding)|GO:0005634(nucleus)|GO:0006468(protein amino acid phosphorylation)|GO:0007507(heart development)|GO:0016301(kinase activity)|GO:0016740(transferase activity)
UKv4_A_23_P377717	NOVA2	neuro-oncological ventral antigen 2	GO:0003723(RNA binding)|GO:0005634(nucleus)
UKv4_A_23_P153098	HDHD2	haloacid dehalogenase-like hydrolase domain containing 2	GO:0000287(magnesium ion binding)|GO:0008152(metabolic process)|GO:0016787(hydrolase activity)
UKv4_A_23_P32253	NFIL3	nuclear factor, interleukin 3 regulated	GO:0003700(transcription factor activity)|GO:0003714(transcription corepressor activity)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0006366(transcription from RNA polymerase II promoter)|GO:0006955(immune response)|GO:00
UKv4_A_24_P30557	TBX5	T-box 5	GO:0003700(transcription factor activity)|GO:0003702(RNA polymerase II transcription factor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO
UKv4_A_23_P201596	AMPD2	adenosine monophosphate deaminase 2 (isoform L)	GO:0003876(AMP deaminase activity)|GO:0005575(cellular_component)|GO:0006163(purine nucleotide metabolic process)|GO:0009168(purine ribonucleoside monophosphate biosynthetic process)|GO:0016787(hydrolase activity)
UKv4_A_32_P319858	NKPD1	NTPase, KAP family P-loop domain containing 1	
UKv4_A_23_P36076	SSRP1	structure specific recognition protein 1	GO:0006260=DNA replication|GO:0006281=DNA repair|GO:0006350=transcription|GO:0006355=regulation of transcription, DNA-dependent|GO:0000785=chromatin|GO:0005634=nucleus|GO:0005654=nucleoplasm|GO:0005694=chromosome|GO:0005515=protein binding|GO:0003677=DNA
UKv4_A_23_P4007	FXR2	fragile X mental retardation, autosomal homolog 2	GO:0003723(RNA binding)|GO:0005515(protein binding)|GO:0005737(cytoplasm)|GO:0005842(cytosolic large ribosomal subunit (sensu Eukaryota))
UKv4_A_23_P304530	LCE5A	late cornified envelope 5A	GO:0031424(keratinization)
UKv4_A_23_P134347	CPVL	carboxypeptidase, vitellogenic-like	GO:0004185(serine carboxypeptidase activity)|GO:0006508(proteolysis)|GO:0008233(peptidase activity)
UKv4_A_23_P29282	NPTXR	neuronal pentraxin receptor	GO:0004872(receptor activity)|GO:0005509(calcium ion binding)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P156443	KPNA5	karyopherin alpha 5 (importin alpha 6)	GO:0006606=protein import into nucleus|GO:0006607=NLS-bearing substrate import into nucleus|GO:0006886=intracellular protein transport|GO:0005634=nucleus|GO:0005643=nuclear pore|GO:0005737=cytoplasm|GO:0005515=protein binding|GO:0005488=binding|GO:0008565
UKv4_A_24_P181585	LRRC59	leucine rich repeat containing 59	GO:0005515(protein binding)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P41476	SHISA3	shisa homolog 3 (Xenopus laevis)	GO:0007275=multicellular organismal development|GO:0016020=membrane|GO:0016021=integral to membrane|GO:0005783=endoplasmic reticulum|GO:0005789=endoplasmic reticulum membrane
UKv4_A_23_P133807	TBN	taube nuss homolog (mouse)	GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0048471(perinuclear region of cytoplasm)|GO:0051457(maintenance of protein localization in nucleus)
UKv4_A_23_P27709	CGB2	chorionic gonadotropin, beta polypeptide 2	
UKv4_A_32_P22622	NOL14	nucleolar protein 14	GO:0030490=maturation of SSU-rRNA|GO:0042274=ribosomal small subunit biogenesis|GO:0005634=nucleus|GO:0005730=nucleolus|GO:0005515=protein binding|GO:0030515=snoRNA binding
UKv4_A_23_P41541	LOC90826	hypothetical protein BC004337	GO:0005488(binding)
UKv4_A_32_P743184	DPPA3	developmental pluripotency associated 3	GO:0005634(nucleus)
UKv4_A_24_P125434	TXNDC2	thioredoxin domain containing 2 (spermatozoa)	GO:0004791(thioredoxin-disulfide reductase activity)|GO:0005737(cytoplasm)|GO:0006125(thioredoxin pathway)|GO:0006467(protein thiol-disulfide exchange)|GO:0007275(multicellular organismal development)|GO:0007283(spermatogenesis)|GO:0009434(microtubule-bas
UKv4_A_23_P155332	PCNP	PEST proteolytic signal containing nuclear protein	GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0007049(cell cycle)|GO:0016567(protein ubiquitination)|GO:0043161(proteasomal ubiquitin-dependent protein catabolic process)
UKv4_A_23_P107855	FIZ1	FLT3-interacting zinc finger 1	GO:0003676(nucleic acid binding)|GO:0005102(receptor binding)|GO:0005622(intracellular)|GO:0005634(nucleus)|GO:0005737(cytoplasm)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270(zinc ion binding)|GO:0019901(prot
UKv4_A_23_P72643	ADAM9	ADAM metallopeptidase domain 9 (meltrin gamma)	GO:0006508=proteolysis|GO:0007243=protein kinase cascade|GO:0005886=plasma membrane|GO:0005576=extracellular region|GO:0005887=integral to plasma membrane|GO:0005515=protein binding|GO:0004222=metalloendopeptidase activity|GO:0005178=integrin binding|GO:0
UKv4_A_23_P138881	ACTN3	actinin, alpha 3	GO:0003779(actin binding)|GO:0005178(integrin binding)|GO:0005509(calcium ion binding)|GO:0005515(protein binding)|GO:0005884(actin filament)|GO:0005925(focal adhesion)|GO:0006936(muscle contraction)|GO:0008307(structural constituent of muscle)|GO:0031143
UKv4_A_23_P168368	FLJ21075	hypothetical protein FLJ21075	
UKv4_A_23_P134637	KIAA0415	KIAA0415 protein	
UKv4_A_23_P31816	DEFA1	defensin, alpha 1	GO:0042742=defense response to bacterium|GO:0050832=defense response to fungus|GO:0009615=response to virus|GO:0006805=xenobiotic metabolic process|GO:0006935=chemotaxis|GO:0006955=immune response|GO:0005576=extracellular region
UKv4_A_23_P213237	CBR4	carbonyl reductase 4	GO:0055114=oxidation reduction|GO:0005737=cytoplasm|GO:0005488=binding|GO:0016491=oxidoreductase activity
UKv4_A_23_P1585	ESRRA	estrogen-related receptor alpha	GO:0003700(transcription factor activity)|GO:0003707(steroid hormone receptor activity)|GO:0005496(steroid binding)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0006350(transcription)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0008270
UKv4_A_23_P21570	NPAS3	neuronal PAS domain protein 3	GO:0003677(DNA binding)|GO:0004871(signal transducer activity)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0007165(signal transduction)|GO:0030528(transcription regulator activity)
UKv4_A_24_P759584	DIO3OS	deiodinase, iodothyronine, type III opposite strand	
UKv4_A_23_P500998	HOXA9	homeobox A9	GO:0003674(molecular_function)|GO:0003700(transcription factor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0007275(multicellular organismal development)|GO:0008150(biological_process)
UKv4_A_24_P649282	LUZP2	leucine zipper protein 2	
UKv4_A_23_P73637	TEX13B	testis expressed 13B	
UKv4_A_23_P64792	KCNMB4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	GO:0005513=detection of calcium ion|GO:0006811=ion transport|GO:0006813=potassium ion transport|GO:0007268=synaptic transmission|GO:0019228=regulation of action potential in neuron|GO:0019229=regulation of vasoconstriction|GO:0046928=regulation of neurotr
UKv4_A_23_P42706	HOXA11	homeobox A11	GO:0001501(skeletal development)|GO:0001656(metanephros development)|GO:0001759(induction of an organ)|GO:0003700(transcription factor activity)|GO:0005515(protein binding)|GO:0005634(nucleus)|GO:0006355(regulation of transcription, DNA-dependent)|GO:0007
UKv4_A_23_P258612	ATP8A2	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	GO:0006810=transport|GO:0008285=negative regulation of cell proliferation|GO:0015914=phospholipid transport|GO:0016020=membrane|GO:0016021=integral to membrane|GO:0000166=nucleotide binding|GO:0000287=magnesium ion binding|GO:0004012=phospholipid-transloc
UKv4_A_23_P76743	LOC374569	Similar to Lysophospholipase	GO:0004067(asparaginase activity)|GO:0006520(amino acid metabolic process)
UKv4_A_23_P133814	HIST1H3C	histone cluster 1, H3c	
UKv4_A_23_P117980	KATNB1	katanin p80 (WD repeat containing) subunit B 1	GO:0006605=protein targeting|GO:0007026=negative regulation of microtubule depolymerization|GO:0007049=cell cycle|GO:0007067=mitosis|GO:0031117=positive regulation of microtubule depolymerization|GO:0051301=cell division|GO:0000922=spindle pole|GO:0005737
UKv4_A_23_P28263	CTDSP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1	GO:0003674(molecular_function)|GO:0004721(phosphoprotein phosphatase activity)|GO:0005634(nucleus)|GO:0008150(biological_process)|GO:0016787(hydrolase activity)|GO:0016791(phosphoric monoester hydrolase activity)
UKv4_A_23_P70566	FKBPL	FK506 binding protein like	GO:0005488(binding)|GO:0005575(cellular_component)|GO:0006457(protein folding)|GO:0009314(response to radiation)
UKv4_A_23_P324304	ALK	anaplastic lymphoma receptor tyrosine kinase	GO:0006468=protein amino acid phosphorylation|GO:0006487=protein amino acid N-linked glycosylation|GO:0007169=transmembrane receptor protein tyrosine kinase signaling pathway|GO:0007399=nervous system development|GO:0007420=brain development|GO:0016020=me
UKv4_A_23_P140373	FLVCR2	feline leukemia virus subgroup C cellular receptor family, member 2	GO:0006810=transport|GO:0005886=plasma membrane|GO:0016021=integral to membrane|GO:0005215=transporter activity
UKv4_A_23_P68669	CHODL	chondrolectin	GO:0007517=muscle development|GO:0016020=membrane|GO:0016021=integral to membrane|GO:0048471=perinuclear region of cytoplasm|GO:0005488=binding|GO:0005529=sugar binding|GO:0005540=hyaluronic acid binding
UKv4_A_23_P142856	AQP12A	aquaporin 12A	GO:0005215(transporter activity)|GO:0006810(transport)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P254896	FGF16	fibroblast growth factor 16	GO:0005615(extracellular space)|GO:0007165(signal transduction)|GO:0007267(cell-cell signaling)|GO:0008083(growth factor activity)|GO:0008152(metabolic process)|GO:0009266(response to temperature stimulus)|GO:0009887(organ morphogenesis)
UKv4_A_23_P61551	CD2BP2	CD2 (cytoplasmic tail) binding protein 2	GO:0005515(protein binding)|GO:0005737(cytoplasm)
UKv4_A_24_P6449	SAMD7	sterile alpha motif domain containing 7	
UKv4_A_23_P24192	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)	GO:0005634(nucleus)|GO:0016020(membrane)|GO:0016021(integral to membrane)
UKv4_A_23_P370684	TIGD4	tigger transposable element derived 4	GO:0000775(chromosome, pericentric region)|GO:0003677(DNA binding)|GO:0005634(nucleus)|GO:0045449(regulation of transcription)
UKv4_A_32_P233950	DPPA5	developmental pluripotency associated 5	
UKv4_A_24_P31275	ATP1B2	ATPase, Na+/K+ transporting, beta 2 polypeptide	GO:0005391(sodium:potassium-exchanging ATPase activity)|GO:0005515(protein binding)|GO:0006811(ion transport)|GO:0006813(potassium ion transport)|GO:0006814(sodium ion transport)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0030955(potassium i
UKv4_A_23_P98876	SLC39A5	solute carrier family 39 (metal ion transporter), member 5	GO:0006811(ion transport)|GO:0006829(zinc ion transport)|GO:0008270(zinc ion binding)|GO:0016020(membrane)|GO:0016021(integral to membrane)|GO:0016323(basolateral plasma membrane)|GO:0030001(metal ion transport)|GO:0046873(metal ion transporter activity)
UKv4_A_23_P168470	BAIAP2L1	BAI1-associated protein 2-like 1	GO:0007165=signal transduction|GO:0007399=nervous system development|GO:0008150=biological_process|GO:0046847=filopodium formation|GO:0005575=cellular_component|GO:0003674=molecular_function
UKv4_A_24_P101114	CNOT1	CCR4-NOT transcription complex, subunit 1	GO:0005515(protein binding)
UKv4_A_32_P168247	COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	GO:0006091=generation of precursor metabolites and energy|GO:0016020=membrane|GO:0005739=mitochondrion|GO:0005740=mitochondrial envelope|GO:0005743=mitochondrial inner membrane|GO:0009055=electron carrier activity|GO:0004129=cytochrome-c oxidase activity
UKv4_A_23_P887	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon	GO:0006468=protein amino acid phosphorylation|GO:0006955=immune response|GO:0043123=positive regulation of I-kappaB kinase/NF-kappaB cascade|GO:0005737=cytoplasm|GO:0000166=nucleotide binding|GO:0005515=protein binding|GO:0004704=NF-kappaB-inducing kinase
